wort	genus	genitiv_singular	plural
Perpetuum mobile	n	Perpetuum mobile	Perpetuum mobile
Perplexität	f	Perplexität	
Perron	m	Perrons	Perrons
Perseiden			Perseiden
Persenning	f	Persenning	Persenninge
Persephone	f	der Persephone	
Perser	m	Persers	Perser
Perserin	f	Perserin	Perserinnen
Perserkatze	f	Perserkatze	Perserkatzen
Perserkönig	m	Perserkönigs	Perserkönige
Perserreich	n	Perserreichs	
Perserteppich	m	Perserteppichs	Perserteppiche
Perseus	m	Perseus	
Perseveration	f	Perseveration	
Persiflage	f	Persiflage	Persiflagen
Persillade	f	Persillade	Persilladen
Persilschein	m	Persilscheines	Persilscheine
Persipan	n	Persipans	Persipane
Persisch	n	(des) Persisch	
Persistenz	f	Persistenz	
Perso	m	Perso	Persos
Person	f	Person	Personen
Person of Color	f	Person of Color	People of Color
Persona grata	f	Persona grata	Personae gratae
Persona ingrata	f	Persona ingrata	Personae ingratae
Persona non grata	f	Persona non grata	Personae non gratae
Personal	n	Personals	
Personal Computer	m	Personal Computers	Personal Computer
Personal-Computer	m	Personal-Computers	Personal-Computer
Personalabbau	m	Personalabbaues	
Personalabteilung	f	Personalabteilung	Personalabteilungen
Personalakte	f	Personalakte	Personalakten
Personalangabe	f	Personalangabe	Personalangaben
Personalangelegenheit	f	Personalangelegenheit	Personalangelegenheiten
Personalaufwand	m	Personalaufwandes	Personalaufwände
Personalausgabe	f	Personalausgabe	Personalausgaben
Personalausweis	m	Personalausweises	Personalausweise
Personalberater	m	Personalberaters	Personalberater
Personalberaterin	f	Personalberaterin	Personalberaterinnen
Personalberatung	f	Personalberatung	Personalberatungen
Personalbestand	m	Personalbestandes	Personalbestände
Personalchef	m	Personalchefs	Personalchefs
Personalchefin	f	Personalchefin	Personalchefinnen
Personalcomputer	m	Personalcomputers	Personalcomputer
Personaldeixis	f	Personaldeixis	
Personaleingang	m	Personaleingangs	Personaleingänge
Personalendung	f	Personalendung	Personalendungen
Personalentscheidung	f	Personalentscheidung	Personalentscheidungen
Personaler	m	Personalers	Personaler
Personalerin	f	Personalerin	Personalerinnen
Personalflur	m	Personalflurs	Personalflure
Personalform	f	Personalform	Personalformen
Personalfreisetzung	f	Personalfreisetzung	Personalfreisetzungen
Personalführung	f	Personalführung	Personalführungen
Personalie	f	Personalie	Personalien
Personalität	f	Personalität	Personalitäten
Personalkosten			Personalkosten
Personalkostensenkung	f	Personalkostensenkung	Personalkostensenkungen
Personalliste	f	Personalliste	Personallisten
Personallücke	f	Personallücke	Personallücken
Personalmanagement	n	Personalmanagements	
Personalmangel	m	Personalmangels	Personalmängel
Personalmaskulinum	n	Personalmaskulinums	Personalmaskulina
Personalmitglied	n	Personalmitglieds	Personalmitglieder
Personalnot	f	Personalnot	Personalnöte
Personalpapier	n	Personalpapieres	Personalpapiere
Personalpoker	m	Personalpokers	Personalpoker
Personalpronomen	n	Personalpronomens	Personalpronomen
Personalquerele	f	Personalquerele	Personalquerelen
Personalrat	m	Personalrats	Personalräte
Personaltableau	n	Personaltableaus	Personaltableaus
Personalumfang	m	Personalumfanges	Personalumfänge
Personalunion	f	Personalunion	Personalunionen
Personalverantwortung	f	Personalverantwortung	Personalverantwortungen
Personalvermittlung	f	Personalvermittlung	Personalvermittlungen
Personalwesen	n	Personalwesens	
Personalwirtschaft	f	Personalwirtschaft	
Personenauto	n	Personenautos	Personenautos
Personenbahnhof	m	Personenbahnhofs	Personenbahnhöfe
Personenbeschreibung	f	Personenbeschreibung	Personenbeschreibungen
Personenbezeichnung	f	Personenbezeichnung	Personenbezeichnungen
Personeneintrag	m	Personeneintrags	Personeneinträge
Personenfreizügigkeit	f	Personenfreizügigkeit	
Personengedächtnis	n	Personengedächtnisses	Personengedächtnisse
Personengruppe	f	Personengruppe	Personengruppen
Personenkontrolle	f	Personenkontrolle	Personenkontrollen
Personenkraftwagen	m	Personenkraftwagens	Personenkraftwagen
Personenkreis	m	Personenkreises	Personenkreise
Personenkult	m	Personenkultes	Personenkulte
Personenlift	m	Personenlifts	Personenlifte
Personennahverkehr	m	Personennahverkehrs	Personennahverkehre
Personenname	m	Personennamens	Personennamen
Personenschaden	m	Personenschadens	Personenschäden
Personenschifffahrt	f	Personenschifffahrt	
Personenschutz	m	Personenschutzes	
Personenschützer	m	Personenschützers	Personenschützer
Personenschützerin	f	Personenschützerin	Personenschützerinnen
Personenstand	m	Personenstands	
Personenstandsakte	f	Personenstandsakte	Personenstandsakten
Personenstandserklärung	f	Personenstandserklärung	Personenstandserklärungen
Personenstandsregister	n	Personenstandsregisters	Personenstandsregister
Personentag	m	Personentags	Personentage
Personentransport	m	Personentransports	Personentransporte
Personenverbandsstaat	m	Personenverbandsstaats	Personenverbandsstaaten
Personenvereinzelungsanlage	f	Personenvereinzelungsanlage	Personenvereinzelungsanlagen
Personenverkehr	m	Personenverkehres	
Personenwaage	f	Personenwaage	Personenwaagen
Personenwagen	m	Personenwagens	Personenwagen
Personenwaggon	m	Personenwaggons	Personenwaggons
Personenwitz	m	Personenwitzes	Personenwitze
Personenzug	m	Personenzuges	Personenzüge
Personifikation	f	Personifikation	Personifikationen
Personifizierung	f	Personifizierung	Personifizierungen
Perspektive	f	Perspektive	Perspektiven
Perspektivenwechsel	m	Perspektivenwechsels	Perspektivenwechsel
Perspektivität	f	Perspektivität	
Perspektivlosigkeit	f	Perspektivlosigkeit	Perspektivlosigkeiten
Perspektivwechsel	m	Perspektivwechsels	Perspektivwechsel
Perspikuität	f	Perspikuität	
Perspiration	f	Perspiration	
Persprit	n	Persprits	
Persuasion	f	Persuasion	
Persönchen	n	Persönchens	Persönchen
Persönlichkeit	f	Persönlichkeit	Persönlichkeiten
Persönlichkeitsanalyse	f	Persönlichkeitsanalyse	Persönlichkeitsanalysen
Persönlichkeitsanteil	m	Persönlichkeitsanteils	Persönlichkeitsanteile
Persönlichkeitseigenschaft	f	Persönlichkeitseigenschaft	Persönlichkeitseigenschaften
Persönlichkeitskult	m	Persönlichkeitskultes	Persönlichkeitskulte
Persönlichkeitsmerkmal	n	Persönlichkeitsmerkmals	Persönlichkeitsmerkmale
Persönlichkeitsprofil	n	Persönlichkeitsprofils	Persönlichkeitsprofile
Persönlichkeitsrecht	n	Persönlichkeitsrechtes	Persönlichkeitsrechte
Persönlichkeitsspaltung	f	Persönlichkeitsspaltung	Persönlichkeitsspaltungen
Persönlichkeitsveränderung	f	Persönlichkeitsveränderung	Persönlichkeitsveränderungen
Persönlichkeitswandel	m	Persönlichkeitswandels	Persönlichkeitswandel
Pertinenzdativ	m	Pertinenzdativs	Pertinenzdative
Perturbation	f	Perturbation	Perturbationen
Peruaner	m	Peruaners	Peruaner
Peruanerin	f	Peruanerin	Peruanerinnen
Peruanistik	f	Peruanistik	
Perun	m	des Perun	
Perverser	m	Perversen	Perverse
Perversion	f	Perversion	Perversionen
Perversität	f	Perversität	Perversitäten
Pervertiertheit	f	Pervertiertheit	
Perzentil	n	Perzentils	Perzentile
Perzeptibilität	f	Perzeptibilität	
Perzeption	f	Perzeption	Perzeptionen
Perzeptivität	f	Perzeptivität	
Perücke	f	Perücke	Perücken
Perückenmacher	m	Perückenmachers	Perückenmacher
Perückenmacherin	f	Perückenmacherin	Perückenmacherinnen
Perückenstrauch	m	Perückenstrauchs	Perückensträucher
Perückenträger	m	Perückenträgers	Perückenträger
Pesade	f	Pesade	Pesaden
Pescetarier	m	Pescetariers	Pescetarier
Pescetarismus	m	Pescetarismus	
Pescher	m	Peschers	Pescharim
Peschmerga	m	Peschmerga	Peschmerga
Pese	f	Pese	Pesen
Pesel	m	Pesels	Pesel
Peseta	f	Peseta	Peseten
Pesewa	m	Pesewa	Pesewas
Peso	m	Peso	Peso
Peso convertible	m		
Pesoschein	m	Pesoscheins	Pesoscheine
Pessach	n	Pessachs	
Pessachlied	n	Pessachlieds	Pessachlieder
Pessachzeit	f	Pessachzeit	
Pessar	n	Pessars	Pessare
Pessimalfall	m	Pessimalfalles	Pessimalfälle
Pessimismus	m	Pessimismus	
Pessimist	m	Pessimisten	Pessimisten
Pessimistin	f	Pessimistin	Pessimistinnen
Pest	f	Pest	Pesten
Pestarzt	m	Pestarztes	Pestärzte
Pestbeule	f	Pestbeule	Pestbeulen
Pestbildstock	m	Pestbildstockes	Pestbildstöcke
Pestdenkmal	n	Pestdenkmals	Pestdenkmale
Pestdoktor	m	Pestdoktors	Pestdoktoren
Pestepidemie	f	Pestepidemie	Pestepidemien
Pesterreger	m	Pesterregers	Pesterreger
Pestfriedhof	m	Pestfriedhofes	Pestfriedhöfe
Pestgeruch	m	Pestgeruches	Pestgerüche
Pestgrab	n	Pestgrabes	Pestgräber
Pesthauch	m	Pesthauches	Pesthauche
Pesthaus	n	Pesthauses	Pesthäuser
Pestilenz	f	Pestilenz	Pestilenzen
Pestizid	n	Pestizids	Pestizide
Pestizideinsatz	m	Pestizideinsatzes	Pestizideinsätze
Pestkapelle	f	Pestkapelle	Pestkapellen
Pestkranker	m	Pestkranken	Pestkranke
Pestkreuz	n	Pestkreuzes	Pestkreuze
Pestmaske	f	Pestmaske	Pestmasken
Pesto		Pestos	Pestos
Pestopfer	n	Pestopfers	Pestopfer
Pestpogrom		Pestpogroms	Pestpogrome
Pestspital	n	Pestspitals	Pestspitäler
Peststein	m	Peststeins	Peststeine
Pestsymptom	n	Pestsymptoms	Pestsymptome
Pestsäule	f	Pestsäule	Pestsäulen
Pestwelle	f	Pestwelle	Pestwellen
Pestwurz	f	Pestwurz	Pestwurzen
Petabyte	n	Petabyte	Petabyte
Petameter		Petameters	Petameter
Petarde	f	Petarde	Petarden
Petent	m	Petenten	Petenten
Petentin	f	Petentin	Petentinnen
Peter-Prinzip	n	Peter-Prinzips	
Peter-und-Paul-Kirche	f	Peter-und-Paul-Kirche	Peter-und-Paul-Kirchen
Peterero	m	Peterero	Petereros
Peterle	n	Peterle	Peterle
Peterli	n	Peterli	
Peterling	m	Peterlings	Peterlinge
Petermännchen	n	Petermännchens	Petermännchen
Petersdom	m	Petersdomes	
Petersil	m	Petersils	
Petersilie	f	Petersilie	Petersilien
Petersilienbutter	f	Petersilienbutter	
Peterskirche	f	Peterskirche	Peterskirchen
Peterspfennig	m	Peterspfennigs	Peterspfennige
Peterwagen	m	Peterwagens	Peterwagen
Petfluencer	m	Petfluencers	Petfluencer
Petitesse	f	Petitesse	Petitessen
Petitio Principii	f	Petitio Principii	
Petition	f	Petition	Petitionen
Petitum	n	Petitums	Petita
Petrarkismus	m	Petrarkismus	
Petrefakt	n	Petrefakts	Petrefakten
Petrijünger	m	Petrijüngers	Petrijünger
Petrijüngerin	f	Petrijüngerin	Petrijüngerinnen
Petrikirche	f	Petrikirche	Petrikirchen
Petrischale	f	Petrischale	Petrischalen
Petrochemie	f	Petrochemie	
Petrodollar	m	Petrodollars	Petrodollars
Petroglyphe	f	Petroglyphe	Petroglyphen
Petrohol	n	Petrohols	
Petroleum	n	Petroleums	
Petroleumgeruch	m	Petroleumgeruches	Petroleumgerüche
Petroleumherd	m	Petroleumherdes	Petroleumherde
Petroleumkanister	m	Petroleumkanisters	Petroleumkanister
Petroleumkocher	m	Petroleumkochers	Petroleumkocher
Petroleumlampe	f	Petroleumlampe	Petroleumlampen
Petroleumlaterne	f	Petroleumlaterne	Petroleumlaternen
Petroleumleuchte	f	Petroleumleuchte	Petroleumleuchten
Petroleumlicht	n	Petroleumlichts	Petroleumlichter
Petroleumofen	m	Petroleumofens	Petroleumöfen
Petronellatag	m	Petronellatags	
Petrosol	n	Petrosols	
Petrovarianz	f	Petrovarianz	Petrovarianzen
Petrusbrief	m	Petrusbriefes	Petrusbriefe
Petruskreuz	n	Petruskreuzes	Petruskreuze
Petschaft	n	Petschafts	Petschafte
Petticoat	m	Petticoats	Petticoats
Petting	n	Petting	Pettings
Petuh-Tanten-Deutsch	n	(des) Petuh-Tanten-Deutsch	
Petuhtantendeutsch	n	(des) Petuhtantendeutsch	
Petunie	f	Petunie	Petunien
Petze	f	Petze	Petzen
Petzen	n	Petzens	
Petzer	m	Petzers	Petzer
Petzerei	f	Petzerei	Petzereien
Petzerin	f	Petzerin	Petzerinnen
Peyote	m	Peyote	
Pfaar	n		
Pfad	m	Pfads	Pfade
Pfadentscheidung	f	Pfadentscheidung	Pfadentscheidungen
Pfadfinder	m	Pfadfinders	Pfadfinder
Pfadfindergruppe	f	Pfadfindergruppe	Pfadfindergruppen
Pfadfindergruß	m	Pfadfindergrußes	Pfadfindergrüße
Pfadfinderin	f	Pfadfinderin	Pfadfinderinnen
Pfadfinderpost	f	Pfadfinderpost	
Pfadintegral	n	Pfadintegrals	Pfadintegrale
Pfadüberdeckung	f	Pfadüberdeckung	Pfadüberdeckungen
Pfaffe	m	Pfaffen	Pfaffen
Pfaffenberg	m	Pfaffenberges	
Pfaffenhütchen	n	Pfaffenhütchens	Pfaffenhütchen
Pfaffenknecht	m	Pfaffenknechtes	Pfaffenknechte
Pfahl	m	Pfahls	Pfähle
Pfahlbürger	m	Pfahlbürgers	Pfahlbürger
Pfahlgründung	f	Pfahlgründung	Pfahlgründungen
Pfahlhaus	n	Pfahlhauses	Pfahlhäuser
Pfahlkirche	f	Pfahlkirche	Pfahlkirchen
Pfahlwand	f	Pfahlwand	Pfahlwände
Pfalz	f	Pfalz	Pfalzen
Pfalzgraf	m	Pfalzgrafen	Pfalzgrafen
Pfalzkapelle	f	Pfalzkapelle	Pfalzkapellen
Pfand		Pfands	Pfänder
Pfandautomat	m	Pfandautomaten	Pfandautomaten
Pfandbesteller	m	Pfandbestellers	Pfandbesteller
Pfandbrief	m	Pfandbriefes	Pfandbriefe
Pfandflasche	f	Pfandflasche	Pfandflaschen
Pfandflaschensammler	m	Pfandflaschensammlers	Pfandflaschensammler
Pfandgläubiger	m	Pfandgläubigers	Pfandgläubiger
Pfandhaus	n	Pfandhauses	Pfandhäuser
Pfandkredit	m	Pfandkredits	Pfandkredite
Pfandleihanstalt	f	Pfandleihanstalt	Pfandleihanstalten
Pfandleihe	f	Pfandleihe	Pfandleihen
Pfandleiher	m	Pfandleihers	Pfandleiher
Pfandleiherin	f	Pfandleiherin	Pfandleiherinnen
Pfandschloss	n	Pfandschlosses	Pfandschlösser
Pfandsiegel	n	Pfandsiegels	Pfandsiegel
Pfanne	f	Pfanne	Pfannen
Pfannensaline	f	Pfannensaline	Pfannensalinen
Pfannensieb	n	Pfannensiebs	Pfannensiebe
Pfannensiederei	f	Pfannensiederei	Pfannensiedereien
Pfannenstiel	m	Pfannenstieles	Pfannenstiele
Pfannenwender	m	Pfannenwenders	Pfannenwender
Pfannkuchen	m	Pfannkuchens	Pfannkuchen
Pfannkuchenbacken	n	Pfannkuchenbackens	
Pfannkuchenberg	m	Pfannkuchenberges	Pfannkuchenberge
Pfannkuchenhaus	n	Pfannkuchenhauses	Pfannkuchenhäuser
Pfannkuchenteig	m	Pfannkuchenteiges	Pfannkuchenteige
Pfarramt	n	Pfarramtes	Pfarrämter
Pfarrassistent	m	Pfarrassistenten	Pfarrassistenten
Pfarrassistentin	f	Pfarrassistentin	Pfarrassistentinnen
Pfarrbeauftragte	f	Pfarrbeauftragter	Pfarrbeauftragte
Pfarrbeauftragter	m	Pfarrbeauftragten	Pfarrbeauftragte
Pfarrbibliothek	f	Pfarrbibliothek	Pfarrbibliotheken
Pfarrdorf	n	Pfarrdorfes	Pfarrdörfer
Pfarre	f	Pfarre	Pfarren
Pfarrei	f	Pfarrei	Pfarreien
Pfarrer	m	Pfarrers	Pfarrer
Pfarrer-Initiative	f	Pfarrer-Initiative	Pfarrer-Initiativen
Pfarrerin	f	Pfarrerin	Pfarrerinnen
Pfarrersfamilie	f	Pfarrersfamilie	Pfarrersfamilien
Pfarrersfrau	f	Pfarrersfrau	Pfarrersfrauen
Pfarrfrau	f	Pfarrfrau	Pfarrfrauen
Pfarrgarten	m	Pfarrgartens	Pfarrgärten
Pfarrgebühr	f	Pfarrgebühr	Pfarrgebühren
Pfarrgemeinde	f	Pfarrgemeinde	Pfarrgemeinden
Pfarrgemeinderat	m	Pfarrgemeinderats	Pfarrgemeinderäte
Pfarrhaus	n	Pfarrhauses	Pfarrhäuser
Pfarrherr	m	Pfarrherrn	Pfarrherren
Pfarrhof	m	Pfarrhofes	Pfarrhöfe
Pfarrkind	n	Pfarrkinds	Pfarrkinder
Pfarrkirche	f	Pfarrkirche	Pfarrkirchen
Pfarrraum	m	Pfarrraums	Pfarrräume
Pfau	m	Pfaus	Pfauen
Pfauenauge	n	Pfauenauges	Pfauenaugen
Pfauenfeder	f	Pfauenfeder	Pfauenfedern
Pfauenrad	n	Pfauenrads	Pfauenräder
Pfauenthron	m	Pfauenthrons	
Pfauenzunge	f	Pfauenzunge	Pfauenzungen
Pfauhenne	f	Pfauhenne	Pfauhennen
Pfeffer	m	Pfeffers	Pfeffer
Pfefferbaum	m	Pfefferbaums	Pfefferbäume
Pfefferkorn	n	Pfefferkornes	Pfefferkörner
Pfefferkuchen	m	Pfefferkuchens	Pfefferkuchen
Pfefferkuchenhaus	n	Pfefferkuchenhauses	Pfefferkuchenhäuser
Pfefferkuchenhäuschen	n	Pfefferkuchenhäuschens	Pfefferkuchenhäuschen
Pfefferküchler	m	Pfefferküchlers	Pfefferküchler
Pfefferling	m	Pfefferlings	Pfefferlinge
Pfefferminz	n	Pfefferminzes	Pfefferminze
Pfefferminzblatt	n	Pfefferminzblatts	Pfefferminzblätter
Pfefferminzbonbon	m	Pfefferminzbonbons	Pfefferminzbonbons
Pfefferminze	f	Pfefferminze	Pfefferminzen
Pfefferminzeis	n	Pfefferminzeises	
Pfefferminzgeschmack	m	Pfefferminzgeschmackes	
Pfefferminzkaugummi		Pfefferminzkaugummis	Pfefferminzkaugummis
Pfefferminzpastille	f	Pfefferminzpastille	Pfefferminzpastillen
Pfefferminzschnaps	m	Pfefferminzschnapses	Pfefferminzschnäpse
Pfefferminztee	m	Pfefferminztees	Pfefferminztees
Pfefferminzöl	n	Pfefferminzöles	Pfefferminzöle
Pfeffermühle	f	Pfeffermühle	Pfeffermühlen
Pfeffernuss	f	Pfeffernuss	Pfeffernüsse
Pfefferoni	m	Pfefferoni	Pfefferoni
Pfefferröhrling	m	Pfefferröhrlings	Pfefferröhrlinge
Pfefferschote	f	Pfefferschote	Pfefferschoten
Pfeffersoße	f	Pfeffersoße	Pfeffersoßen
Pfefferspray		Pfeffersprays	Pfeffersprays
Pfefferstreuer	m	Pfefferstreuers	Pfefferstreuer
Pfeffersuppe	f	Pfeffersuppe	Pfeffersuppen
Pfeidler	m	Pfeidlers	Pfeidler
Pfeidlerin	f	Pfeidlerin	Pfeidlerinnen
Pfeife	f	Pfeife	Pfeifen
Pfeifen	n	Pfeifens	
Pfeifendeckel	m	Pfeifendeckels	Pfeifendeckel
Pfeifenkopf	m	Pfeifenkopfes	Pfeifenköpfe
Pfeifenkraut	n	Pfeifenkrautes	Pfeifenkräuter
Pfeifenorgel	f	Pfeifenorgel	Pfeifenorgeln
Pfeifenrauch	m	Pfeifenrauchs	
Pfeifenraucher	m	Pfeifenrauchers	Pfeifenraucher
Pfeifenraucherin	f	Pfeifenraucherin	Pfeifenraucherinnen
Pfeifenreiniger	m	Pfeifenreinigers	Pfeifenreiniger
Pfeifenstiel	m	Pfeifenstieles	Pfeifenstiele
Pfeifenstrauch	m	Pfeifenstrauches	Pfeifensträucher
Pfeifentabak	m	Pfeifentabaks	Pfeifentabake
Pfeifente	f	Pfeifente	Pfeifenten
Pfeifer	m	Pfeifers	Pfeifer
Pfeiferin	f	Pfeiferin	Pfeiferinnen
Pfeiffer-Drüsenfieber	n	Pfeiffer-Drüsenfiebers	
Pfeifgeräusch	n	Pfeifgeräusches	Pfeifgeräusche
Pfeifhase	m	Pfeifhasen	Pfeifhasen
Pfeifkessel	m	Pfeifkessels	Pfeifkessel
Pfeifkonzert	n	Pfeifkonzerts	Pfeifkonzerte
Pfeifsprache	f	Pfeifsprache	Pfeifsprachen
Pfeifton	n	Pfeiftons	Pfeiftöne
Pfeifwerk	n	Pfeifwerks	Pfeifwerke
Pfeil	m	Pfeils	Pfeile
Pfeildiagramm	n	Pfeildiagramms	Pfeildiagramme
Pfeileisen	n	Pfeileisens	Pfeileisen
Pfeiler	m	Pfeilers	Pfeiler
Pfeilerbasilika	f	Pfeilerbasilika	Pfeilerbasiliken
Pfeilerwertigkeit	f	Pfeilerwertigkeit	Pfeilerwertigkeiten
Pfeilgift	n	Pfeilgiftes	Pfeilgifte
Pfeilhagel	m	Pfeilhagels	Pfeilhagel
Pfeilkresse	f	Pfeilkresse	Pfeilkressen
Pfeilköcher	m	Pfeilköchers	Pfeilköcher
Pfeilregen	m	Pfeilregens	Pfeilregen
Pfeilrichtung	f	Pfeilrichtung	Pfeilrichtungen
Pfeilschaft	m	Pfeilschaftes	Pfeilschäfte
Pfeilschuss	m	Pfeilschusses	Pfeilschüsse
Pfeilspitze	f	Pfeilspitze	Pfeilspitzen
Pfeilwunde	f	Pfeilwunde	Pfeilwunden
Pfeilwurz	f	Pfeilwurz	Pfeilwurze
Pfennig	m	Pfennigs	Pfennige
Pfennigabsatz	m	Pfennigabsatzes	Pfennigabsätze
Pfennigbaum	m	Pfennigbaums	Pfennigbäume
Pfennigbetrag	m	Pfennigbetrages	Pfennigbeträge
Pfennigbrot	n	Pfennigbrotes	Pfennigbrote
Pfennigfuchser	m	Pfennigfuchsers	Pfennigfuchser
Pfennigfuchserei	f	Pfennigfuchserei	Pfennigfuchsereien
Pfennigfuchserin	f	Pfennigfuchserin	Pfennigfuchserinnen
Pfennigkraut	n	Pfennigkrautes	
Pfennigstück	n	Pfennigstückes	Pfennigstücke
Pferch	m	Pferchs	Pferche
Pferd	n	Pferds	Pferde
Pferdchen	n	Pferdchens	Pferdchen
Pferde-Eisenbahn	f	Pferde-Eisenbahn	Pferde-Eisenbahnen
Pferdeanhänger	m	Pferdeanhängers	Pferdeanhänger
Pferdeapfel	m	Pferdeapfels	Pferdeäpfel
Pferdearsch	m	Pferdearsches	Pferdeärsche
Pferdeart	f	Pferdeart	Pferdearten
Pferdebahn	f	Pferdebahn	Pferdebahnen
Pferdebahnlinie	f	Pferdebahnlinie	Pferdebahnlinien
Pferdebahnwagen	m	Pferdebahnwagens	Pferdebahnwagen
Pferdebestand	m	Pferdebestandes	Pferdebestände
Pferdeblut	n	Pferdeblutes	
Pferdebremse	f	Pferdebremse	Pferdebremsen
Pferdedecke	f	Pferdedecke	Pferdedecken
Pferdedieb	m	Pferdediebes	Pferdediebe
Pferdediebin	f	Pferdediebin	Pferdediebinnen
Pferdediebstahl	m	Pferdediebstahls	Pferdediebstähle
Pferdedroschke	f	Pferdedroschke	Pferdedroschken
Pferdedünger	m	Pferdedüngers	Pferdedünger
Pferdefleisch	n	Pferdefleisches	
Pferdefleischhauer	m	Pferdefleischhauers	Pferdefleischhauer
Pferdefreund	m	Pferdefreundes	Pferdefreunde
Pferdefuhrwerk	n	Pferdefuhrwerkes	Pferdefuhrwerke
Pferdefutter	n	Pferdefutters	
Pferdefuß	m	Pferdefußes	Pferdefüße
Pferdegebiss	n	Pferdegebisses	Pferdegebisse
Pferdegeruch	m	Pferdegeruches	Pferdegerüche
Pferdegeschirr	n	Pferdegeschirrs	Pferdegeschirre
Pferdegesicht	n	Pferdegesichts	Pferdegesichter
Pferdegespann	n	Pferdegespannes	Pferdegespanne
Pferdegestalt	f	Pferdegestalt	Pferdegestalten
Pferdegetrampel	n	Pferdegetrampels	
Pferdegetrappel	n	Pferdegetrappels	
Pferdehaar	n	Pferdehaares	Pferdehaare
Pferdehacke	f	Pferdehacke	Pferdehacken
Pferdehals	m	Pferdehalses	Pferdehälse
Pferdehandel	m	Pferdehandels	
Pferdehaut	f	Pferdehaut	Pferdehäute
Pferdeherde	f	Pferdeherde	Pferdeherden
Pferdeherz	n	Pferdeherzens	Pferdeherzen
Pferdehintern	m	Pferdehinterns	Pferdehintern
Pferdehuf	m	Pferdehufes	Pferdehufe
Pferdehändler	m	Pferdehändlers	Pferdehändler
Pferdehändlerin	f	Pferdehändlerin	Pferdehändlerinnen
Pferdekacke	f	Pferdekacke	
Pferdekadaver	m	Pferdekadavers	Pferdekadaver
Pferdekarren	m	Pferdekarrens	Pferdekarren
Pferdekauf	m	Pferdekaufs	Pferdekäufe
Pferdeknecht	m	Pferdeknechtes	Pferdeknechte
Pferdeknochen	m	Pferdeknochens	Pferdeknochen
Pferdekopf	m	Pferdekopfes	Pferdeköpfe
Pferdekopfpumpe	f	Pferdekopfpumpe	Pferdekopfpumpen
Pferdekoppel	f	Pferdekoppel	Pferdekoppeln
Pferdekot	m	Pferdekots	
Pferdekrankheit	f	Pferdekrankheit	Pferdekrankheiten
Pferdekuss	m	Pferdekusses	Pferdeküsse
Pferdekutsche	f	Pferdekutsche	Pferdekutschen
Pferdekörper	m	Pferdekörpers	Pferdekörper
Pferdeleib	m	Pferdeleibs	Pferdeleiber
Pferdeleiche	f	Pferdeleiche	Pferdeleichen
Pferdeliebhaber	m	Pferdeliebhabers	Pferdeliebhaber
Pferdeliebhaberin	f	Pferdeliebhaberin	Pferdeliebhaberinnen
Pferdelippe	f	Pferdelippe	Pferdelippen
Pferdemangel	m	Pferdemangels	
Pferdemarkt	m	Pferdemarktes	Pferdemärkte
Pferdemetzger	m	Pferdemetzgers	Pferdemetzger
Pferdemetzgerei	f	Pferdemetzgerei	Pferdemetzgereien
Pferdemilch	f	Pferdemilch	
Pferdemist	m	Pferdemists	
Pferdenarr	m	Pferdenarren	Pferdenarren
Pferdenärrin	f	Pferdenärrin	Pferdenärrinnen
Pferdeomnibus	m	Pferdeomnibusses	Pferdeomnibusse
Pferdeoper	f	Pferdeoper	Pferdeopern
Pferdepeitsche	f	Pferdepeitsche	Pferdepeitschen
Pferdepflege	f	Pferdepflege	
Pferdepfleger	m	Pferdepflegers	Pferdepfleger
Pferdepflegerin	f	Pferdepflegerin	Pferdepflegerinnen
Pferdepisse	f	Pferdepisse	
Pferderasse	f	Pferderasse	Pferderassen
Pferderechen	m	Pferderechens	Pferderechen
Pferderennbahn	f	Pferderennbahn	Pferderennbahnen
Pferderennen	n	Pferderennens	Pferderennen
Pferderücken	m	Pferderückens	Pferderücken
Pferdesalbe	f	Pferdesalbe	Pferdesalben
Pferdescheiße	f	Pferdescheiße	
Pferdeschlitten	m	Pferdeschlittens	Pferdeschlitten
Pferdeschlächter	m	Pferdeschlächters	Pferdeschlächter
Pferdeschwanz	m	Pferdeschwanzes	Pferdeschwänze
Pferdeschwänzchen	n	Pferdeschwänzchens	Pferdeschwänzchen
Pferdeschädel	m	Pferdeschädels	Pferdeschädel
Pferdeskelett	n	Pferdeskeletts	Pferdeskelette
Pferdeskulptur	f	Pferdeskulptur	Pferdeskulpturen
Pferdesport	m	Pferdesports	
Pferdespur	f	Pferdespur	Pferdespuren
Pferdestall	m	Pferdestalles	Pferdeställe
Pferdesterben	n	Pferdesterbens	
Pferdestärke	f	Pferdestärke	Pferdestärken
